,Name,Rating,Genre,Release date,Runtime,Director,Link
172,AI Love You,55.0,"Comedy, Romance, Science Fiction",        02/15/2022 (TH)      ,              1h 35m          ,Stephan Zlotescu,https://www.themoviedb.org/movie/928769
173,My Hero Academia: Heroes Rising,84.0,"Animation, Action, Fantasy, Adventure",        12/20/2019 (JP)      ,              1h 44m          ,Kenji Nagasaki,https://www.themoviedb.org/movie/592350
174,Snake Eyes: G.I. Joe Origins,67.0,"Action, Adventure",        07/23/2021 (CA)      ,              2h 1m          ,Robert Schwentke,https://www.themoviedb.org/movie/568620
175,Far From the Tree,81.0,"Animation, Family",        11/24/2021 (US)      ,              7m          ,Natalie Nourigat,https://www.themoviedb.org/movie/831827
176,A Quiet Place Part II,76.0,"Science Fiction, Thriller, Horror",        05/28/2021 (US)      ,              1h 37m          ,John Krasinski,https://www.themoviedb.org/movie/520763
177,Curious George: Cape Ahoy,24.0,"Animation, Adventure, Comedy",        09/30/2021 (US)      ,              1h 28m          ,Doug Murphy,https://www.themoviedb.org/movie/918832
178,Harry Potter and the Order of the Phoenix,77.0,"Adventure, Fantasy, Mystery",        07/03/2007 (GB)      ,              2h 18m          ,David Yates,https://www.themoviedb.org/movie/675
179,Monster Hunter,68.0,"Action, Fantasy, Adventure",        12/18/2020 (US)      ,              1h 44m          ,Paul W. S. Anderson,https://www.themoviedb.org/movie/458576
180,Survive the Game,58.0,"Action, Thriller, Crime",        10/08/2021 (US)      ,              1h 37m          ,James Cullen Bressack,https://www.themoviedb.org/movie/787310
181,Harry Potter and the Half-Blood Prince,77.0,"Adventure, Fantasy",        07/07/2009 (GB)      ,              2h 33m          ,David Yates,https://www.themoviedb.org/movie/767
182,Dynasty Warriors,64.0,"Action, Adventure, Fantasy",        04/27/2021 (HK)      ,              1h 58m          ,Roy Chow Hin-Yeung,https://www.themoviedb.org/movie/525660
183,Ciao Alberto,75.0,"Animation, Comedy, Family, Fantasy",        11/12/2021 (US)      ,              7m          ,McKenna Jean Harris,https://www.themoviedb.org/movie/876716
184,Crush,72.0,"Comedy, Romance",        04/29/2022 (US)      ,              1h 32m          ,Sammi Cohen,https://www.themoviedb.org/movie/860159
185,Coraline,78.0,"Animation, Family, Fantasy",        02/06/2009 (US)      ,              1h 40m          ,Henry Selick,https://www.themoviedb.org/movie/14836
186,The Deep House,65.0,Horror,        06/30/2021 (FR)      ,              1h 25m          ,Julien Maury,https://www.themoviedb.org/movie/672582
187,The Maze Runner,72.0,"Action, Mystery, Science Fiction, Thriller",        09/18/2014 (IN)      ,              1h 53m          ,Wes Ball,https://www.themoviedb.org/movie/198663
188,Son,61.0,"Horror, Thriller",        08/06/2021 (IE)      ,              1h 38m          ,Ivan Kavanagh,https://www.themoviedb.org/movie/754934
189,Ava,60,Drama,        06/21/2017 (FR)      ,              1h 46m          ,Léa Mysius,https://www.themoviedb.org/movie/453354
190,Knowing,61.0,"Action, Mystery, Science Fiction, Thriller",        03/20/2009 (US)      ,              2h 1m          ,Alex Proyas,https://www.themoviedb.org/movie/13811
191,After Ever Happy,0,Romance,        08/25/2022 (UA)      ,              1h 59m          ,Castille Landon,https://www.themoviedb.org/movie/744276
192,Un Rabón Con Corazón,66.0,Comedy,        01/27/2022 (US)      ,None,Juan Carlos Vásquez,https://www.themoviedb.org/movie/943158
193,After We Collided,73.0,"Romance, Drama",        09/02/2020 (IT)      ,              1h 45m          ,Roger Kumble,https://www.themoviedb.org/movie/613504
194,Army of Thieves,69.0,"Crime, Comedy",        10/29/2021 (US)      ,              2h 7m          ,Matthias Schweighöfer,https://www.themoviedb.org/movie/796499
195,Boruto: Naruto the Movie,76.0,"Animation, Action, Comedy",        08/07/2015 (JP)      ,              1h 35m          ,Hiroyuki Yamashita,https://www.themoviedb.org/movie/347201
196,Amina,65.0,"War, History, Drama",        11/04/2021 (US)      ,              2h          ,Izu Ojukwu,https://www.themoviedb.org/movie/885110
197,The Vault,70,"Crime, Action, Thriller",        03/11/2021 (KR)      ,              1h 58m          ,Jaume Balagueró,https://www.themoviedb.org/movie/630004
198,The Whole Truth,63.0,Horror,        12/02/2021 (US)      ,              2h 5m          ,Wisit Sasanatieng,https://www.themoviedb.org/movie/895001
199,Ava,57.0,"Action, Crime, Drama, Thriller",        09/25/2020 (US)      ,              1h 36m          ,Tate Taylor,https://www.themoviedb.org/movie/539885
200,Harry Potter and the Deathly Hallows: Part 2,81.0,"Fantasy, Adventure",        07/07/2011 (GB)      ,              2h 10m          ,David Yates,https://www.themoviedb.org/movie/12445
201,The Lovely Bones,70,"Fantasy, Drama",        01/15/2010 (US)      ,              2h 16m          ,Peter Jackson,https://www.themoviedb.org/movie/7980
202,The Privilege,51.0,Horror,        02/09/2022 (DE)      ,              1h 47m          ,Felix Fuchssteiner,https://www.themoviedb.org/movie/926980
203,Crazy Fist,70,Action,        05/06/2021 (CN)      ,              1h 37m          ,Qing Guo,https://www.themoviedb.org/movie/859041
204,Encounter,65.0,"Adventure, Drama",        12/03/2021 (US)      ,              1h 48m          ,Michael Pearce,https://www.themoviedb.org/movie/728526
205,Jurassic Hunt,49.0,"Action, Science Fiction, Thriller",        08/26/2021 (BR)      ,              1h 23m          ,Hank Braxtan,https://www.themoviedb.org/movie/848278
206,Hacksaw Ridge,82.0,"Drama, History, War",        10/07/2016 (AU)      ,              2h 19m          ,Mel Gibson,https://www.themoviedb.org/movie/324786
207,Jurassic World,67.0,"Action, Adventure, Science Fiction, Thriller",        06/11/2015 (IN)      ,              2h 4m          ,Colin Trevorrow,https://www.themoviedb.org/movie/135397
208,365 Days,70,"Romance, Drama",        02/07/2020 (PL)      ,              1h 56m          ,Tomasz Mandes,https://www.themoviedb.org/movie/664413
209,Deadpool,76.0,"Action, Adventure, Comedy",        02/12/2016 (IN)      ,              1h 48m          ,Tim Miller,https://www.themoviedb.org/movie/293660
210,Witch Hunt,71.0,"Fantasy, Horror, Thriller, Drama",        10/01/2021 (US)      ,              1h 32m          ,Elle Callahan,https://www.themoviedb.org/movie/670429
211,Gone Mom: The Disappearance of Jennifer Dulos,77.0,"TV Movie, Thriller, Crime",        11/24/2021 (BR)      ,              1h 28m          ,Gail Harvey,https://www.themoviedb.org/movie/831223
212,Erax,50,"Mystery, Family",        02/17/2022 (US)      ,              14m          ,Hebru Brantley,https://www.themoviedb.org/movie/929472
213,Time Is Up,64.0,"Romance, Drama",        09/09/2021 (US)      ,              1h 48m          ,Elisa Amoruso,https://www.themoviedb.org/movie/763148
214,Harry Potter and the Deathly Hallows: Part 1,78.0,"Adventure, Fantasy",        11/19/2010 (GB)      ,              2h 26m          ,David Yates,https://www.themoviedb.org/movie/12444
215,The Wonderful Winter of Mickey Mouse,60,"Animation, Comedy",        02/18/2022 (US)      ,              24m          ,Ryan Gillis,https://www.themoviedb.org/movie/939336
216,Separation,57.0,"Horror, Drama",        04/30/2021 (US)      ,              1h 47m          ,William Brent Bell,https://www.themoviedb.org/movie/760195
217,Wonder Woman 1984,66.0,"Action, Adventure, Fantasy",        12/25/2020 (US)      ,              2h 31m          ,Patty Jenkins,https://www.themoviedb.org/movie/464052
218,Demonic,48.0,"Horror, Thriller",        08/20/2021 (US)      ,              1h 44m          ,Neill Blomkamp,https://www.themoviedb.org/movie/774021
219,Black Water: Abyss,52.0,"Horror, Thriller, Adventure, Mystery",        08/07/2020 (US)      ,              1h 38m          ,Andrew Traucki,https://www.themoviedb.org/movie/522444
220,Trolls Holiday in Harmony,75.0,"Animation, Fantasy, Family",        11/27/2021 (AU)      ,              30m          ,Tim Heitz,https://www.themoviedb.org/movie/896221
221,After,72.0,"Romance, Drama",        04/12/2019 (US)      ,              1h 46m          ,Jenny Gage,https://www.themoviedb.org/movie/537915
222,The Forever Purge,72.0,"Horror, Action, Thriller",        07/02/2021 (US)      ,              1h 43m          ,Everardo Gout,https://www.themoviedb.org/movie/602223
223,Undisputed III: Redemption,75.0,"Action, Thriller",        05/22/2010 (US)      ,              1h 36m          ,Isaac Florentine,https://www.themoviedb.org/movie/38234
224,Against the Ice,68.0,"Adventure, History, Drama",        03/02/2022 (US)      ,              1h 41m          ,Peter Flinth,https://www.themoviedb.org/movie/836009
225,Tom & Jerry,70,"Comedy, Family, Animation",        02/26/2021 (US)      ,              1h 41m          ,Tim Story,https://www.themoviedb.org/movie/587807
226,Coco,82.0,"Family, Animation, Fantasy, Music, Comedy, Adventure",        11/24/2017 (IN)      ,              1h 45m          ,Lee Unkrich,https://www.themoviedb.org/movie/354912
227,An Egg Rescue,81.0,"Animation, Comedy",        08/12/2021 (MX)      ,              1h 28m          ,Gabriel Riva Palacio Alatriste,https://www.themoviedb.org/movie/573164
228,Silverton Siege,67.0,"Action, Crime, Drama",        04/27/2022 (US)      ,              1h 40m          ,"Mandlakayise Walter Dube, Jr.",https://www.themoviedb.org/movie/951470
229,Motherly,71.0,"Thriller, Horror",        09/21/2021 (CA)      ,              1h 30m          ,Craig David Wallace,https://www.themoviedb.org/movie/768447
230,Dragon Ball Z: Battle of Gods,68.0,"Animation, Action, Science Fiction",        03/30/2013 (JP)      ,              1h 25m          ,Masahiro Hosoda,https://www.themoviedb.org/movie/126963
231,Spider-Man: Homecoming,74.0,"Action, Adventure, Science Fiction, Drama",        07/07/2017 (IN)      ,              2h 13m          ,Jon Watts,https://www.themoviedb.org/movie/315635
232,Shrek,77.0,"Animation, Comedy, Fantasy, Adventure, Family",        05/18/2001 (US)      ,              1h 30m          ,Vicky Jenson,https://www.themoviedb.org/movie/808
233,Soul,82.0,"Animation, Comedy, Fantasy, Family",        12/25/2020 (TW)      ,              1h 41m          ,Pete Docter,https://www.themoviedb.org/movie/508442
234,Avengers: Age of Ultron,73.0,"Action, Adventure, Science Fiction",        04/24/2015 (IN)      ,              2h 21m          ,Joss Whedon,https://www.themoviedb.org/movie/99861
235,Fast & Furious Presents: Hobbs & Shaw,69.0,"Action, Adventure, Comedy",        08/02/2019 (US)      ,              2h 17m          ,David Leitch,https://www.themoviedb.org/movie/384018
236,Jurassic World: Fallen Kingdom,66.0,"Action, Adventure, Science Fiction",        06/08/2018 (IN)      ,              2h 9m          ,J. A. Bayona,https://www.themoviedb.org/movie/351286
237,Shrek 2,72.0,"Animation, Family, Comedy, Fantasy, Adventure",        08/20/2004 (IN)      ,              1h 33m          ,Conrad Vernon,https://www.themoviedb.org/movie/809
238,The SpongeBob Movie: Sponge on the Run,76.0,"Family, Animation, Fantasy, Adventure, Comedy",        08/14/2020 (CA)      ,              1h 35m          ,Tim Hill,https://www.themoviedb.org/movie/400160
239,Digimon Adventure: Last Evolution Kizuna,78.0,"Animation, Action, Thriller, Adventure, Fantasy",        02/21/2020 (JP)      ,              1h 34m          ,Tomohisa Taguchi,https://www.themoviedb.org/movie/571265
240,Sinkhole,71.0,"Comedy, Drama",        08/11/2021 (KR)      ,              1h 53m          ,Kim Ji-hoon,https://www.themoviedb.org/movie/623135
241,Toy Story,80,"Animation, Adventure, Family, Comedy",        11/22/1995 (US)      ,              1h 21m          ,John Lasseter,https://www.themoviedb.org/movie/862
242,Pretty Guardian Sailor Moon Eternal The Movie Part 2,80,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance",        02/11/2021 (JP)      ,              1h 20m          ,Chiaki Kon,https://www.themoviedb.org/movie/784500
243,Monster Pets: A Hotel Transylvania Short,75.0,"Animation, Comedy, Fantasy",        04/09/2021 (ES)      ,              6m          ,Jennifer Kluska,https://www.themoviedb.org/movie/813258
244,Αίνμπο: Πριγκίπισσα του Αμαζονίου,71.0,"Adventure, Animation, Family, Fantasy",        02/09/2021 (NL)      ,              1h 24m          ,Richard Claus,https://www.themoviedb.org/movie/588921
245,Spider-Man: Far From Home,75.0,"Action, Adventure, Science Fiction",        07/04/2019 (IN)      ,              2h 9m          ,Jon Watts,https://www.themoviedb.org/movie/429617
246,Harry Potter 20th Anniversary: Return to Hogwarts,79.0,Documentary,        01/01/2022 (US)      ,              1h 43m          ,Giorgio Testi,https://www.themoviedb.org/movie/899082
247,Major Grom: Plague Doctor,68.0,"Action, Adventure",        04/01/2021 (RU)      ,              2h 16m          ,Oleg Trofim,https://www.themoviedb.org/movie/529106
248,The Haunting of Helena,56.0,"Horror, Thriller",        06/21/2013 (US)      ,              1h 27m          ,Ascanio Malgarini,https://www.themoviedb.org/movie/159211
249,"The Simpsons: The Good, the Bart, and the Loki",75.0,"Animation, Comedy, Family",        07/07/2021 (US)      ,              6m          ,David Silverman,https://www.themoviedb.org/movie/846214
250,The Lion King,83.0,"Family, Animation, Drama",        10/10/1994 (IN)      ,              1h 29m          ,Roger Allers,https://www.themoviedb.org/movie/8587
251,Sator,54.0,Horror,        07/21/2019 (BR)      ,              1h 25m          ,Jordan Graham,https://www.themoviedb.org/movie/611651
252,The Fate of the Furious,69.0,"Action, Crime, Thriller",        04/13/2017 (IN)      ,              2h 16m          ,F. Gary Gray,https://www.themoviedb.org/movie/337339
253,The Marksman,70,"Action, Thriller, Crime, Adventure",        01/15/2021 (US)      ,              1h 48m          ,Robert Lorenz,https://www.themoviedb.org/movie/634528
254,Zone 414,54.0,"Science Fiction, Thriller, Mystery",        09/03/2021 (US)      ,              1h 38m          ,Andrew Baird,https://www.themoviedb.org/movie/675319
255,Heart Shot,53.0,"Romance, Crime",        02/17/2022 (US)      ,              19m          ,Marielle Woods,https://www.themoviedb.org/movie/929477
256,The Amazing Spider-Man 2,65.0,"Action, Adventure, Fantasy",        05/02/2014 (US)      ,              2h 22m          ,Marc Webb,https://www.themoviedb.org/movie/102382
257,Tyler Perry's A Madea Homecoming,69.0,Comedy,        02/25/2022 (US)      ,              1h 45m          ,Tyler Perry,https://www.themoviedb.org/movie/845404
258,Boyka: Undisputed IV,70,"Action, Drama",        08/01/2016 (ES)      ,              1h 27m          ,Isaac Florentine,https://www.themoviedb.org/movie/348893
